App,Description,Rating,Number of ratings,Price,Dangerous permissions count,Safe permissions count,Class,Package,Related apps
Trade Interceptor Forex Mobile,"Trade Interceptor Forex Mobile is a FREE MULTI-BROKER TRADING application<p>Trade Interceptor Forex Mobile is a MULTI-BROKER FOREX AND CFD TRADING PLATFORM, which is offered to traders for FREE. It includes streaming quotes & charts, push-price alerts, chart trading, technical analysis, and synchronized trading with TradeInterceptor desktop application.<p>With Trade Interceptor you can receive FX QUOTES and streaming CHARTS from top forex brokers on a single interface. Chart updates are made IN REAL TIME. The application is based on Push technology and therefore doesn't need any refresh to get real-time price updates on quotes and charts.<br>With this application you can also TRADE LIVE with one or more forex brokers, thanks to Trade Interceptor exclusive multi-broker technology and multiple accounts management features. You can either trade from the quote grid or from the charts. CHART TRADING features allow instant and accurate trade execution.<br>Your trading positions and orders are synchronized in real-time with Trade Interceptor FREE DESKTOP APPLICATION (which you can access with the same User Name and Password you???re using for the Android app). You will be able to set up alarms on your desktop and receive them on your mobile, and vice-versa, even if you have logged out from the app.<br>This application also includes technical analysis indicators, graphical tools and exclusive analytical tools such as TRENDRISK???.   <br>On <a href=""http://www.google.com/url?q=http://www.tradeinterceptor.com&usg=AFQjCNEsAhGUvu6X8VFRca90KD2LFCwWWQ"" target=""_blank"">www.tradeinterceptor.com</a> you will also have free access to Trade Interceptor Excel application, live webinars and courses, which have been designed to help forex traders maximize their trading results.<p>We welcome your feedback and suggestions about new features and further improvements.<p>Please email us at <a href=""mailto:support@tradeinterceptor.com"" target=""_blank"">support@tradeinterceptor.com</a>",4.4,614,0.0,3,2,1,com.riflexo.tradeinterceptormobile,"['com.griga.android.candlepatterns', 'com.mt4remote', 'com.fxbeta.news', 'com.microspeck.forex.alert']"
SGX Stocks Calculator,"Deciding when to buy and sell stocks is difficult enough - figuring the profit/loss from that trade shouldn't have to be. Our FREE SGX stocks calculator does it for you!<p>Simply enter your buy/sell price, share quantity and select your brokerage firm - your contract price is calculated without the hassle of remembering your broker's charges!<p>It gives you the resulting profit/loss amount and %, and also breaks down all those multiple fees and charges (CDP fee, SGX fee, broker's fee and GST!)<p>BEST of all, if you have an expected profit target to achieve, just input the desired profit % and our stock calculator instantly recommends you the price to sell!<p>NEW FEATURE: Break even calculation added!<p>Broker list includes CIMB, Citibank, DBS Vickers, Kim Eng, Lim&Tan, Philip, iOCBC, UOB Kay Hian, DMG Partners and Standard Chartered.<p>For questions and suggestions, kindly email meowendev at gmail dot com.<p>If you feel you have benefited from this app, do rate us and share our app with others!<p>***DISCLAIMER***<p>All calculations in this application are based on user inputs and do not reflect any guarantee of earnings, financial savings, tax advantages or otherwise. These calculators are not intended to provide investments, legal, tax, or accounting advice.<p>The developer accepts no responsibility for the completeness accuracy and/or applicability of the computation nor is the information meant to be final and binding. The developer expressly disclaim all liability to the extent permissible by law for any errors, inaccuracies, omissions or any consequences or any losses and/or damages howsoever suffered by any person or institution, arising from and/or in relation to any reliance by any person and/or institution on the application.<p><p>***Keywords***<p>Singapore, SG, SGX, Stocks, Finance, Calculator, Shares, Buy, Sell, Profit, Loss, Contract, Free, CIMB, Citibank, Citi, DBS Vickers, DBS, Kim Eng, KE, Lim & Tan, L&T, Lim, Tan, Philip, Poems, iOCBC, OCBC, UOB Kay Hian, UOB, DMG Partners, DMG, Standard, Chartered, Standard Chartered, CDP, GST, broker, brokerage, break even",4.4,27,0.0,1,1,1,com.Meowen.SharesCalc,"['com.si.android', 'com.msf.ket', 'air.app.scb.breeze.android.main.sg.prod', 'com.iocbc.trademobile']"
Glanz Bill Tracker,"Glanz Bill Tracker, The One Month at a Time Bill Tracker.<p>Stop paying those late fees! With this simple to use android application you will always know the status of your bill. Simply add a bill description, amount, due date, and a quick note and that is it, Glanz Bill Reminder will show you when your bill is due. <p>Key Features <br>-Receive notifications of upcoming bills<br>-Recurring monthly, weekly, or just simply one time bills<br>-Customizable Reminders including time and days before bill is due<br>-Very easy setup<br>-Easy to follow color coding of bill status<br>-Elegant user interface",3.9,18,0.0,2,2,0,com.oicentek.glanzbilltracker,"['ibear.billsfree', 'com.lohse.billskiandroidpaid', 'com.himindz.pfa', 'com.kawsark.android.moneyadmin']"
FPCU Mobile Banking,"FPCU Mobile Banking allows you to check balances, view transactions, transfer funds, and pay loans on the go!<p>Features:<br>- Check Balances<br>- View Transactions<br>- Transfer Funds<br>- Pay Loans<br>- Secure Messaging for support<p>Keywords: Financial Partners CU, mobile banking, mobile finance, credit union/bank",4.7,14,0.0,6,0,1,com.softek.ofxclmobile.financialpartnerscu,"['com.softek.ofxclmobile.bouldervalleycu', 'com.softek.ofxclmobile.usccu', 'com.softek.ofxclmobile.oregonemployeesfcu', 'com.softek.ofxclmobile.cusocal']"
Wings Financial,"Real Value, Every Day???your way! <p>Check balances, see account activity, transfer money, pay bills and more.<p>Plus, find the closest Wings branch or surcharge-free ATM, anytime, anywhere.<p>The FREE Wings Mobile app is a streamlined mobile banking site optimized for your phone, offering maximum encryption security.",3.8,49,0.0,2,0,0,com.mshift.wings,"['com.glitchtechscience.gtcheckbook', 'org.hiway.hiway_mobile', 'com.allpoint', 'net.rejinderi.billsplitter']"
Columbia Credit Union Mobile,"Columbia Credit Union - Mobile Banking<p>Our Free Mobile Banking app for Android users makes it easy for you to check your balance and account history, transfers money, pay bills or locate branches or ATMs.<p>Before downloading the app, make sure you???re enrolled in Columbia's free, personal online banking. Enroll now at <a href=""http://www.google.com/url?q=http://www.columbiacu.org&usg=AFQjCNGFIXRJFh2C9Zsd-BPpPyjnDArizA"" target=""_blank"">www.columbiacu.org</a>.<p>SECURE -- Mobile banking utilizes best practices from online banking, such as multi-factor authentication, HTTPS, 128-bit SSL encryption, and an application time-out when your phone is not in use. <p>SAVE TIME & STAY IN TUNE -- Manage your money from wherever you have cellular service: from the family-room couch to the Columbia Gorge trail; from the local fast-food drive-thru to a Luau in Maui. <p>FREE -- We don't charge for mobile banking. (Note: Carriers may charge standard texting or Internet/data plan fees). <p>EASY TO USE -- Our app is just as easy as online banking. It's intuitive and quick. <p>TEXT BANKING TOO -- To enroll in Text (SMS) Banking visit <a href=""http://www.google.com/url?q=http://m.columbiacu.org/enroll&usg=AFQjCNGBSgqLyCV6FRpT7qnmW1KojLzHVg"" target=""_blank"">m.columbiacu.org/enroll</a>.",2.8,47,0.0,1,0,0,com.mfoundry.mb.android.mb_ccu,"['com.iparse.advantis', 'com.bookmark.money.plus', 'org.unitus.mobile', 'org.rivermarkcu']"
Auto Loan Calculator,"This Car Loan Calculator: <br>- Calculates Loan Monthly payment <br>- Compares Low APR vs Cash Rebate <br>- Lease monthly payment <br>- Dealer fees, sales tax, title & registration, trade in and other optional information are taken for calculations <br>- Option to include Trade In or Cash Rebate in Sales Tax calculation<br>- All major international currency formats are supportd.",3.9,25,0.0,1,0,0,com.xinifynetworks.autoLoanCalculator,"['com.ismilez.carloancomp', 'tm.app.autoLoanCalculator', 'com.ismilez.carloancalc', 'com.cityjams.calculators.autolease']"
PAYE Tax Calculator (Free),"PAYE Tax Calculator. Calculate your Income Tax, NI, Student Loan and Pension.<p>PAYE Tax Calculator will calculate the amount of Income Tax, National Insurance (NI) Tax, Student Loan and  Pension you should be paying for your salary.<p>*** PAYE Tax Calculator only works for the UK tax system ***<p>There is support for SMART (Salary Sacrifice), Employer and Private pensions.<br> <br>The tax results can be split into detailed tax bands by clicking on the tax summary.<p>If you have any problems then please email <a href=""mailto:support@roblovelock.com"" target=""_blank"">support@roblovelock.com</a>",4.5,78,0.0,1,1,0,com.roblovelock.payefree,"['com.paye.tax.calculator_paid', 'com.mic.earnings', 'com.cyberduck', 'uk.org.aspellclark.finance.incometax']"
ICCU Mobile Banking,"Idaho Central Credit Union has brought Mobile Banking to your Android device. Perform financial transactions anytime, anywhere. Don???t have time to swing by an ICCU location? No problem. Simply transfer funds, pay bills, and much more right from your Android device.<p>Functions include:<p>   * View Balances ??? view your account balances including transaction histories<br>   * Make Transfers ??? transfer money between your accounts or to other people<br>   * Pay Bills ??? it???s easy to pay bills, view recent payments, and more<br>   * View Current Rates ??? easy access to loan and deposit rates<br>   * Find Locations & ATMs ??? get directions to nearby ATMs and locations<br>   * Contact Us ??? it???s easy to stay in touch if you need us<p>This FREE Android App is a must-have for any ICCU member with an Android device.",4.3,38,0.0,3,1,0,com.mshift.android.iccuv2,"['com.mfoundry.mb.android.mb_wtb123', 'vader.moneydroid', 'com.mshift.nutmegstatefcu', 'com.CreditUnionOfAmerica']"
Synovus Mobile Banking,"Synovus Mobile Banking App for Android??<p>Download at no charge for customers of any Synovus Bank division.*<p>You???re always on the go, and now your bank is too! When you don???t have time to stop in and speak with us, use this free app to:<p>- Check Account Balances - View deposit, loan and credit card account balances<br>- Review Account Activity - View recent account transactions<br>- Transfer Funds - Transfer funds between your consumer accounts with us, including loans and credit cards<br>- Pay Bills - Make online bill payments and manage pending payments<br>- Locate Us ??? Search for branches and ATMs<p>Getting Started<p>To use the Synovus Mobile Banking app, you must be registered in OnLine Access Internet Banking. <p>Security<p>To use this app, you will be required to provide login credentials including a username, password and responses to security questions. Your account information is protected through advanced encryption technology, and full account numbers are never displayed or transmitted.<p><br>Divisions of Synovus Bank include:<p>The Bank of Tuscaloosa, CB&T Bank of East Alabama, Coastal Bank and Trust of Alabama, Community Bank & Trust of SE Alabama, The First Banking of Jasper, First Commercial Bank, First Commercial Bank of Huntsville, Sterling Bank, Coastal Bank and Trust, First Coast Community Bank, Synovus Bank of Florida, Synovus Bank of Jacksonville, Tallahassee State Bank, AFB&T, Bank of North Georgia, Bank of Coweta, CB&T Bank of Middle Georgia, Citizens First Bank, The Coastal Bank of Georgia, Cohutta Banking Company, Columbus Bank & Trust, Commercial Bank, Commercial Bank and Trust, First Community Bank of Tifton, First State Bank & Trust, Georgia Bank & Trust, SB&T, Sea Island Bank, NBSC, Trust One Bank and The Bank of Nashville<p>*We will not charge you for downloading and using this app. Check with your mobile carrier for information on messaging and data rates.",3.7,21,0.0,5,4,0,com.synovus.mobilebanking,"['com.mobizfun.ezbudgettracker', 'com.ifs.androidmobilebanking.fiid3379', 'com.ifs.androidmobilebanking.fiid3482', 'Fi_Mobile.JSC']"
